0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251
0,27,3,0,0,1,2,1,1,1,0,0,0,1,2,0,3,1,0,2,0,2,0,1,3,0,0,1,0,1,0,2,1,1,2,0,0,0,2,1,4,0,1,0,0,1,0,0,0,2,1,1,2,3,0,4,1,0,5,2,0,0,0,1,2,2,1,1,0,1,1,1,1,1,3,1,0,0,0,0,2,1,1,0,1,3,0,0,0,3,0,1,0,2,1,1,1,1,0,1,2,4,0,2,1,1,0,4,5,2,1,3,0,0,0,1,3,1,3,0,0,0,1,0,2,1,3,0,2,2,0,0,1,0,0,1,0,1,1,0,0,1,1,1,3,1,1,2,3,0,11,10,7,3,0,1,1,1,0,1,1,0,0,0,3,0,2,1,0,1,1,2,0,1,1,0,0,2,4,6,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,3,1,1,3,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,2,0,1,2,0,0,1,1,1,1,0,0,2,0,1,2,1,1,8,4,1,1,2,5,0,0,0,1,0,1,1,0,1,0,0
0,883,1032,1002,979,944,914,882,858,840,816,781,772,753,721,706,690,670,663,638,616,598,600,601,593,590,588,575,563,562,554,554,552,550,546,537,554,555,559,547,553,546,545,562,553,553,558,554,551,549,556,552,560,565,563,562,551,545,555,569,568,567,576,579,579,588,577,573,581,582,576,571,582,573,569,561,552,556,545,546,533,548,550,552,562,558,569,580,575,563,564,561,568,572,565,579,587,577,581,581,569,558,561,570,579,576,572,565,568,576,574,589,582,577,573,561,550,552,561,563,566,582,583,555,553,555,541,556,558,557,561,564,572,571,559,556,555,559,554,544,541,558,563,562,560,556,566,552,547,557,548,545,545,539,557,569,555,571,564,570,568,562,578,595,576,568,564,569,573,579,576,582,572,576,579,589,584,575,571,573,591,593,585,575,576,581,576,586,582,586,572,557,548,543,559,564,546,546,555,557,554,560,572,558,560,573,577,570,575,579,578,580,585,575,573,569,569,567,572,563,573,563,568,570,573,564,555,552,545,540,537,538,551,555,544,554,556,554,560,559,571,584,575,569,550,552,548,552,559,561,557,577
0,743,754,759,753,755,757,757,757,752,750,752,750,748,741,743,741,741,750,750,747,745,748,746,743,741,743,742,741,740,744,747,746,748,748,750,747,738,740,739,741,745,749,749,747,742,743,746,741,742,746,743,749,749,744,742,742,745,740,740,746,744,746,749,750,747,746,748,748,744,741,740,738,740,740,744,744,745,740,738,736,743,748,745,743,748,742,744,747,742,746,750,746,741,743,739,745,748,744,745,742,744,751,747,746,746,746,749,747,748,748,749,746,747,746,744,740,743,745,750,749,744,744,746,745,746,745,742,741,743,748,745,744,745,743,749,745,742,745,745,747,744,749,746,750,751,749,746,746,747,749,748,744,743,742,740,742,746,745,746,744,740,745,750,756,754,746,743,745,744,745,747,750,750,751,752,748,746,750,748,745,747,746,747,748,748,755,754,761,757,755,755,749,745,747,748,744,741,742,739,740,740,744,744,743,742,745,738,738,735,733,732,731,739,735,739,738,739,733,740,741,740,735,735,738,739,734,737,744,747,745,744,745,744,742,740,739,749,745,744,748,743,744,746,744,740,741,745,745,742,741,744
0,1190,1286,1255,1218,1189,1164,1131,1104,1079,1058,1048,1026,1000,979,958,940,926,913,896,888,876,874,847,851,854,849,833,830,823,815,809,806,807,814,800,794,795,799,796,800,809,814,813,809,809,814,815,812,817,809,798,798,805,820,802,798,803,797,789,797,792,805,815,805,800,796,794,811,799,797,801,801,806,806,812,816,802,803,816,817,812,813,818,820,826,832,827,822,817,807,806,812,817,801,805,797,783,794,792,779,779,791,797,791,786,787,802,805,823,827,830,822,806,809,805,817,812,813,817,812,812,818,827,837,838,837,815,825,833,822,816,811,808,814,811,811,799,797,800,811,811,817,810,804,802,802,806,808,787,787,800,794,810,806,805,793,795,797,802,803,818,815,799,797,792,785,797,797,787,780,781,788,803,818,819,811,815,817,818,831,833,831,839,843,843,838,849,843,836,829,825,824,813,811,817,831,817,828,827,828,831,821,824,825,827,827,829,822,818,830,819,813,807,815,809,812,817,810,807,804,816,819,819,826,827,835,838,835,834,828,840,827,835,834,839,848,838,829,834,841,833,830,839,833,838,839,833,837,839,849,841
0,64,1,0,1,2,0,4,3,1,1,3,1,1,0,4,1,0,0,2,1,2,2,0,0,6,2,4,0,0,1,4,2,1,1,1,1,1,1,1,3,1,1,2,0,1,1,1,2,2,3,0,2,4,0,0,1,1,1,2,1,1,2,2,4,0,3,2,0,2,0,0,4,1,1,2,1,0,3,1,1,0,0,3,1,1,0,3,0,3,0,1,1,4,1,1,0,0,0,1,0,0,2,2,2,0,0,1,2,0,2,1,1,1,2,4,0,3,2,0,0,2,2,1,0,2,3,0,0,1,2,1,1,1,5,0,0,1,2,0,2,2,0,0,1,0,2,0,0,0,2,1,0,2,0,2,2,1,1,2,2,5,4,2,1,2,2,1,2,1,2,1,1,1,3,2,1,1,3,2,1,4,3,2,0,1,1,0,1,2,0,2,2,2,0,1,2,0,3,2,1,3,3,1,1,0,1,0,1,0,1,1,2,2,1,1,4,1,0,2,1,0,1,4,0,0,1,0,0,0,4,1,2,0,3,0,1,1,1,2,1,0,2,1,2,1,4,0,0,1,1,5
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,432,426,242,82,13,2,0,0,1,2,1,0,3,2,1,0,0,2,1,1,4,0,5,0,6,1,3,1,3,2,2,3,5,3,2,3,2,3,2,0,3,4,1,5,3,3,0,3,3,2,1,0,1,3,1,5,2,2,1,4,2,1,1,4,3,1,7,2,3,4,1,5,0,3,1,5,0,0,2,6,3,0,3,3,4,5,2,0,1,1,6,1,0,2,0,3,0,5,2,3,0,1,0,2,1,5,0,3,1,1,1,2,0,2,3,0,3,3,2,1,2,2,6,2,2,3,5,1,2,1,3,1,2,5,0,1,2,2,3,2,1,3,0,5,1,1,1,4,1,3,0,0,0,3,4,2,2,0,3,2,4,3,5,2,3,2,4,1,4,2,3,3,2,0,1,0,5,1,2,4,0,3,2,4,2,1,3,3,4,3,0,1,3,3,3,3,5,3,2,2,2,2,5,4,4,3,3,4,2,3,2,1,3,2,3,2,2,1,2,8,0,2,3,0,2,1,4,4,3,2,1,2,2,2,0,2,5,2,4,3,2,4,3,2,3,2,4,4,5,2,1
0,37,1,0,1,2,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,1,2,3,0,2,0,2,4,0,0,0,1,1,1,2,5,2,2,0,1,0,0,1,1,0,4,0,3,3,0,1,0,0,1,0,0,0,1,0,2,0,1,1,1,2,1,0,1,0,1,1,2,0,0,2,3,0,1,0,1,2,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,2,0,1,1,2,0,1,1,0,2,0,0,0,0,1,1,0,1,2,1,2,1,2,0,1,4,1,1,0,0,0,3,1,0,0,0,1,0,2,0,1,1,3,0,0,0,1,2,1,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,2,1,2,1,2,0,0,1,0,1,1,0,0,1,1,2,2,0,0,0,2,0,1,0,0,0,2,0,0,2,0,1,1,0,0,0,2,2,1,0,1,0,2,0,2,0,0,2,0,1,1,2,0,0,0,2,0,2,1,0,3,1,2,0,0,3,1,1,2,0,1,0,0,0,0,1,2,1,0,1,1,1
0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
