0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251
0,912,1039,1000,951,911,860,821,780,731,687,663,626,585,553,524,489,460,435,415,372,354,325,311,304,291,263,251,237,233,205,206,203,174,179,156,159,153,136,124,115,134,144,160,180,190,193,183,159,162,166,171,161,144,141,155,173,159,157,155,158,141,133,116,115,108,117,141,158,166,202,197,214,221,215,211,223,215,206,231,237,230,222,212,212,209,224,217,230,228,220,216,240,233,245,238,238,236,219,214,197,181,164,154,150,160,166,152,161,177,167,175,190,191,195,197,186,174,195,198,211,187,193,179,185,192,172,177,169,170,172,172,179,167,170,174,173,188,205,184,193,195,189,192,180,175,155,152,127,145,164,167,164,150,141,131,127,127,127,147,155,173,193,200,207,183,189,187,201,209,222,226,248,238,216,221,214,199,222,223,216,237,239,231,235,219,208,217,198,179,182,184,187,167,178,194,206,201,190,178,176,180,172,169,156,174,183,203,198,218,195,189,202,204,217,217,212,208,209,226,218,227,218,214,224,222,223,231,228,212,218,231,209,192,200,198,182,186,196,184,186,183,176,159,173,194,192,188,210,201,193,199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,1,0,2,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,0,0,1,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,3,0,0,0,1,2,2,1,0,1,0,0,1,0,3,1,2,1,0,0,1,2,1,1,1,1,0,1,1,0,3,0,1,0,0,2,2,0,1,0,1,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,1,0,0,1,0,0,1,2,1,2,0,0,2,1,0,2,1,2,0,1,1,0,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,2,0,0,3,0,0,2,1,3,0,2,1,1,1,1,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0
0,90,0,1,2,0,0,0,0,0,1,1,2,1,0,1,0,0,1,3,1,2,1,0,2,2,1,0,1,3,1,1,3,0,1,1,4,0,1,1,0,1,1,1,2,1,2,0,1,1,1,2,1,2,1,0,6,1,1,1,0,2,0,1,3,4,2,0,1,0,0,1,2,0,1,3,3,1,0,2,1,1,1,1,0,2,1,1,5,1,2,1,3,1,0,1,0,0,3,1,0,1,2,1,2,0,0,3,0,1,2,1,2,1,0,2,0,1,0,3,1,0,1,1,3,0,1,1,1,0,0,3,1,1,0,2,0,3,1,3,1,1,2,2,4,2,1,1,0,1,0,1,0,3,1,2,2,1,3,0,1,2,4,2,3,5,0,0,0,0,1,3,1,0,0,0,1,0,3,1,3,4,2,4,1,3,3,2,1,3,2,3,1,2,2,2,0,0,2,2,4,1,1,2,1,0,2,2,1,0,2,0,1,1,3,0,3,1,1,0,0,0,2,1,0,3,2,2,1,1,2,0,1,0,2,2,2,0,1,0,1,2,2,1,2,2,1,2,1,1,0,2
0,1036,1060,1051,1041,1031,1031,1024,1012,1002,997,990,992,986,980,977,969,962,955,946,932,939,932,933,931,926,926,923,921,921,933,929,931,926,917,919,924,927,925,920,914,913,918,924,921,919,920,923,924,935,927,935,936,932,940,933,931,936,939,928,938,936,940,937,932,936,933,930,927,931,922,927,924,924,928,923,917,920,911,924,920,923,922,917,920,926,923,926,921,923,928,933,923,918,930,924,932,929,925,922,920,918,914,929,932,930,929,924,925,925,920,919,920,920,919,915,914,907,908,916,924,926,922,919,918,923,930,926,922,928,929,918,915,917,926,916,926,925,926,917,913,916,913,922,924,921,931,933,930,931,937,930,923,929,937,933,929,937,937,929,928,936,930,930,922,921,921,921,918,920,919,923,925,921,929,924,924,922,923,929,933,932,924,929,924,921,929,929,927,922,908,919,909,919,915,922,926,928,925,925,929,934,931,926,935,944,942,943,940,935,950,942,933,935,930,933,939,935,937,942,932,927,930,936,933,927,929,925,923,925,926,932,929,930,940,926,933,935,932,940,941,939,936,933,930,925,926,924,929,931,940,936
0,65,68,50,9,9,15,33,40,35,10,1,1,1,14,14,13,14,17,56,47,38,23,14,10,8,2,6,11,11,16,14,16,2,3,3,30,13,13,15,7,4,2,14,10,7,6,4,4,4,8,15,13,14,16,36,29,18,4,2,4,7,3,9,8,3,2,4,4,0,2,2,1,4,10,40,25,16,8,12,3,5,7,7,3,5,8,1,6,5,8,0,17,9,0,3,1,1,7,7,7,4,7,10,5,2,1,1,1,4,4,2,6,7,1,0,9,5,3,0,0,14,8,3,7,4,1,2,4,1,4,11,4,3,6,5,1,3,9,11,7,7,3,4,4,6,13,9,2,1,0,1,4,5,2,3,6,3,7,4,5,4,3,4,7,14,12,8,9,10,25,23,23,30,33,45,28,3,5,9,5,6,6,4,7,4,5,2,1,3,7,5,7,16,12,11,18,8,4,6,9,11,6,10,3,4,3,8,1,4,5,1,4,3,5,4,11,12,3,5,0,1,2,2,1,5,5,9,1,1,2,4,2,3,4,1,1,4,10,6,3,1,8,5,13,2,2,3,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,104,105,70,32,27,10,12,11,14,38,43,35,20,33,53,62,65,44,42,20,15,17,30,33,37,34,27,20,22,27,14,6,15,13,6,8,5,16,23,24,29,29,11,4,8,4,10,10,6,6,14,18,20,11,20,12,4,11,9,10,2,15,5,6,9,3,10,31,5,5,19,17,19,12,20,16,20,14,6,8,7,11,12,29,19,7,11,4,13,19,21,23,11,16,19,29,28,42,36,26,36,26,28,20,22,16,13,8,16,27,31,31,41,49,31,30,21,30,27,21,10,4,9,5,8,5,4,7,22,14,10,21,28,28,29,12,4,5,11,36,27,32,46,50,42,43,51,38,44,55,37,20,12,18,13,9,8,15,6,19,13,16,13,12,10,17,22,12,14,5,21,12,8,5,7,13,18,29,15,6,4,3,5,13,17,6,4,8,10,14,10,6,15,11,3,3,3,6,9,8,13,7,8,11,18,16,15,11,13,12,17,32,33,57,50,42,45,19,9,6,6,12,15,8,5,9,10,7,2,4,23,46,38,21,24,11,11,8,8,6,20,10,12,5,1,11,9,9,14,22,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,260,176,50,2,3,0,0,1,0,0,1,2,1,4,4,2,0,2,2,1,4,2,1,1,0,2,1,1,3,2,1,2,4,3,1,2,1,1,1,1,2,0,4,1,2,3,3,0,1,1,1,2,0,3,2,7,3,3,3,2,5,3,5,1,1,2,2,1,1,2,1,3,4,2,2,3,1,3,2,0,2,0,0,3,3,3,1,1,2,2,1,1,3,2,2,2,2,1,0,0,1,1,1,3,1,0,3,2,3,3,2,0,3,0,2,2,2,1,4,3,2,2,2,3,2,2,0,5,3,0,4,4,0,1,2,1,0,0,1,0,1,3,3,5,3,2,2,2,3,3,3,1,2,1,4,3,2,6,1,2,1,1,7,3,0,3,2,2,4,2,3,1,4,1,1,4,5,0,1,0,1,1,5,3,5,0,2,2,0,4,2,3,4,3,2,1,1,1,0,2,0,3,1,3,0,4,3,1,0,2,1,2,3,1,0,2,3,1,2,3,1,6,1,2,4,4,2,0,2,2,1,2,5,3,0,2,0,1,4,1,0,3,5,0,0,3,1,2,0,4,3
