0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251
0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,921,1063,1043,1016,988,974,941,927,885,875,856,829,809,790,772,761,736,728,719,709,693,670,652,654,647,632,631,624,617,623,612,607,616,604,605,600,589,600,612,603,622,638,624,638,628,622,624,626,608,624,618,616,619,607,607,600,619,626,631,635,630,643,639,640,636,633,632,617,621,618,643,640,637,630,620,621,622,621,611,614,605,606,614,601,604,609,613,619,627,619,626,623,619,607,606,615,624,610,616,624,625,612,615,617,635,638,625,616,619,616,604,608,609,603,593,597,601,590,602,605,616,610,617,618,610,618,622,619,611,633,624,613,613,626,617,597,610,602,592,602,614,619,604,618,614,625,622,617,608,607,604,607,606,612,614,618,621,616,602,608,591,602,605,617,627,612,613,620,617,621,624,631,636,621,632,629,611,603,606,613,615,633,625,640,623,620,618,619,627,626,618,606,608,617,609,607,610,612,615,622,616,600,620,623,620,623,613,623,608,613,601,589,593,600,604,602,596,604,621,607,612,627,623,634,627,623,614,617,614,609,606,628,614,600,597,599,602,601,590,594,598,591,579,589,599,588,585,598,592,601,591
0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,1,0,1,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,602,782,686,562,444,318,213,129,65,31,7,1,5,0,6,0,6,3,4,2,3,1,2,3,8,2,5,4,3,9,4,6,4,7,2,5,1,5,4,6,3,6,9,3,3,4,1,1,2,2,0,4,2,1,9,4,3,2,7,13,5,3,1,4,2,5,7,7,3,3,2,3,5,3,4,5,3,2,3,2,7,4,13,4,3,3,3,5,6,6,2,4,5,3,4,6,10,5,2,2,4,1,1,5,4,5,3,5,1,4,6,2,3,2,4,5,7,3,4,2,2,7,2,7,3,1,6,3,2,4,2,2,6,3,6,9,3,3,6,3,3,1,1,3,6,2,7,7,7,3,2,9,2,6,10,4,6,6,1,0,3,2,3,2,1,4,3,1,2,3,6,14,33,22,7,7,9,3,6,3,3,5,7,6,7,3,2,5,4,2,2,4,2,5,3,4,2,8,3,5,3,0,3,2,2,4,3,3,5,2,4,9,5,4,2,6,7,2,4,4,7,5,9,13,3,1,9,13,2,9,6,5,3,4,4,3,1,2,7,1,4,3,5,2,1,6,14,0,5,3,2
0,1240,1316,1293,1276,1252,1226,1200,1181,1171,1148,1126,1113,1099,1084,1057,1040,1032,1030,1022,1015,1002,996,990,983,988,977,966,965,962,960,966,964,964,958,959,943,938,935,946,938,943,937,945,938,939,947,944,948,950,951,956,953,946,952,955,950,946,959,950,951,955,967,956,951,952,962,967,958,963,954,953,951,962,965,955,951,951,946,952,962,961,957,953,949,957,945,949,950,948,965,957,949,958,963,964,966,949,951,949,951,955,959,948,947,951,952,946,956,955,959,956,950,947,958,949,953,960,953,958,972,964,958,952,955,962,960,964,967,964,954,954,948,955,950,956,952,954,952,952,948,952,953,961,960,958,956,956,947,946,944,955,952,961,968,969,969,966,966,967,972,974,959,961,965,965,968,961,962,962,962,954,939,935,934,943,944,951,950,952,950,949,955,965,965,969,952,955,954,957,959,948,943,958,955,956,965,962,959,968,957,971,969,962,947,955,957,950,949,940,940,947,942,943,948,958,961,949,956,949,949,940,961,960,965,966,963,960,956,951,949,941,943,955,959,953,963,963,977,979,974,966,963,964,962,959,968,962,960,957,946,943
0,29,0,0,0,0,1,0,2,0,1,0,1,2,2,0,0,0,1,0,0,0,3,1,1,2,1,0,0,1,2,0,1,2,0,1,1,0,3,1,2,2,1,1,0,1,1,1,1,0,1,3,0,0,0,1,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,3,0,3,0,2,2,0,1,2,1,2,0,0,2,0,2,0,0,1,2,2,0,0,0,0,1,0,0,0,3,0,1,1,3,3,1,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,3,1,0,0,0,3,2,0,4,1,0,0,2,1,1,1,0,0,0,4,3,0,2,1,2,1,2,2,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,2,2,2,1,0,0,2,1,1,0,0,3,0,1,0,2,0,1,0,1,2,1,1,1,1,1,0,0,0,4,1,0,2,1,1,0,1,0,2,1,1,4,0,1,0,2,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,2,2,2,0,0,2
0,321,458,382,245,93,11,1,0,2,1,3,0,2,0,2,2,3,1,2,7,1,5,0,1,0,3,2,4,5,3,4,7,1,2,2,1,1,2,0,1,1,2,5,4,3,6,4,1,2,0,3,5,2,4,6,1,2,2,1,3,1,6,5,4,2,0,3,3,4,5,5,4,1,3,2,5,0,2,3,2,2,0,3,0,7,8,4,5,1,2,2,3,6,2,4,1,6,2,0,4,4,3,2,1,1,2,4,4,1,2,1,1,5,5,1,2,1,4,4,1,0,3,2,1,3,4,2,4,2,3,1,5,1,2,0,2,5,1,4,5,3,3,4,1,6,1,4,2,3,1,2,2,2,1,4,5,2,0,2,0,1,2,2,1,2,4,0,2,4,3,0,5,3,2,3,3,7,7,10,7,8,2,3,5,2,2,1,1,4,1,1,3,2,2,3,3,4,3,3,2,5,4,1,0,0,3,4,4,2,2,3,0,4,3,2,3,2,2,2,1,1,2,1,2,2,1,5,3,2,5,1,1,1,2,5,1,4,5,2,3,2,2,2,2,1,2,2,4,5,1,1
0,490,789,778,708,624,545,476,400,324,248,196,148,78,35,12,7,3,2,4,4,6,3,5,4,6,9,14,16,12,5,12,12,3,5,12,21,20,9,5,12,10,6,8,16,33,27,35,40,40,41,32,13,8,7,9,11,5,11,6,4,7,16,33,50,70,69,51,37,23,20,8,3,2,12,17,10,14,10,10,5,5,7,4,18,66,88,87,32,13,1,2,2,9,25,52,27,12,19,43,23,3,23,19,9,18,6,16,24,8,19,18,12,2,8,5,4,5,9,7,7,4,10,13,29,9,2,2,1,3,5,3,6,7,9,10,15,29,8,2,5,19,57,81,96,124,89,52,32,32,27,4,3,4,16,20,13,3,4,8,13,23,20,22,7,8,6,14,9,9,3,4,6,9,4,4,3,4,2,9,6,9,12,40,69,91,101,133,160,162,143,121,85,45,20,10,8,6,5,6,7,3,12,17,24,18,19,13,3,3,3,11,8,3,5,6,4,9,9,28,48,50,45,36,8,6,6,3,9,7,14,13,2,4,6,4,4,9,20,18,21,10,5,3,4,4,8,5,5,6,7,14
0,10,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,3,0,0,1,2,0,0,1,1,2,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,3,0,3,0,0,1,3,0,0,1,0,0,1,0,0,0,2,0,2,1,0,1,0,0,2,0,0,1,3,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,217,41,0,1,1,1,0,0,0,0,0,1,0,2,1,1,1,0,0,1,2,0,2,2,6,4,0,3,4,2,3,1,1,0,0,0,0,1,1,3,1,1,4,1,0,0,1,0,3,4,0,3,1,2,2,2,1,2,1,2,0,2,1,2,1,2,4,2,1,0,2,3,4,4,0,0,2,1,3,1,8,2,2,0,1,1,0,0,1,0,0,0,2,4,1,3,4,1,3,1,3,2,3,2,1,2,5,0,1,1,0,2,1,0,1,2,0,1,2,0,2,1,0,2,1,2,2,5,1,1,2,0,1,1,3,0,1,0,2,3,1,2,1,1,3,2,4,2,1,4,0,3,1,1,5,0,0,2,1,0,1,0,4,0,2,1,3,2,2,0,1,2,0,2,1,1,3,2,2,3,2,4,4,1,1,1,4,1,0,0,1,1,2,0,4,1,1,3,1,0,1,4,1,4,2,4,1,1,0,2,1,1,0,1,0,1,2,0,0,2,0,4,1,1,1,2,1,2,3,1,1,1,1,2,1,2,2,3,2,3,1,0,2,1,3,3,1,1,2,0,0
