0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251
0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,60,1,0,1,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,3,0,4,0,1,0,0,1,2,1,1,1,1,2,1,0,1,0,2,0,2,2,1,1,1,2,0,1,0,2,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,1,0,0,0,1,1,0,0,0,1,1,2,2,0,1,1,0,3,2,1,0,5,0,0,1,0,0,0,1,2,0,1,1,0,1,2,1,0,0,4,2,0,2,0,0,2,1,1,4,0,1,1,3,2,2,0,2,0,2,3,2,0,2,1,2,0,3,1,0,1,1,3,2,0,2,4,2,0,1,0,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,2,3,0,2,1,1,2,1,1,3,2,1,0,1,1,1,1,1,0,1,1,2,0,1,2,1,2,1,0,1,1,0,0,2,1,0,0,2,1,0,1,1,0,3,0,0,2,0,2,0,0,2,1,0,0,0,2,0,0,1,0,1,1,1,3,0,2,0,4,3,0,1,1,2,1,0,5,2,1,1,1,1,1
0,70,0,2,1,1,0,0,3,0,1,1,0,0,1,2,0,4,0,1,0,0,0,1,2,2,2,0,1,0,2,1,2,4,1,3,1,1,1,1,1,1,3,1,3,0,1,0,0,0,2,1,2,1,0,0,1,1,2,0,1,1,0,1,3,0,3,1,3,0,1,0,0,0,3,0,1,0,0,0,0,2,2,1,0,1,2,0,0,1,0,1,1,1,2,3,1,2,1,0,1,0,0,1,0,3,1,1,2,1,2,2,0,1,0,3,0,2,1,2,0,1,1,1,2,0,0,2,1,0,2,2,2,0,1,1,1,0,1,1,0,2,0,2,0,0,3,3,1,3,2,2,1,3,2,1,0,0,1,0,2,1,1,0,0,0,1,1,1,1,1,1,1,3,5,1,0,0,3,1,0,0,3,4,1,1,1,1,1,0,1,2,2,1,1,0,2,0,1,0,1,1,3,1,3,1,0,2,1,1,1,0,1,1,0,1,0,6,2,0,3,1,1,0,0,0,0,1,0,2,2,0,2,3,1,2,0,1,1,2,2,0,0,0,2,2,3,2,1,2,1,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,816,1009,963,904,850,799,732,683,639,605,547,498,448,411,368,330,291,234,189,167,120,76,52,44,30,14,16,28,20,34,29,24,51,45,40,72,84,102,99,100,102,88,105,118,117,82,70,45,36,24,10,23,27,16,16,14,27,41,31,29,54,60,68,68,81,69,43,35,49,41,25,27,32,62,87,101,100,101,116,116,109,91,77,87,89,93,78,60,57,54,65,49,25,26,24,18,16,14,20,30,28,44,43,33,17,11,9,11,20,12,24,44,65,107,131,169,207,204,195,188,185,192,177,149,152,131,119,103,79,69,78,68,48,23,11,11,14,15,24,16,9,23,29,48,53,84,117,121,146,149,139,134,110,95,102,117,113,124,96,94,92,66,42,36,19,20,18,12,21,61,80,77,86,70,69,87,84,62,60,57,55,55,67,46,49,65,65,50,37,25,17,12,9,42,58,74,59,52,34,23,16,28,15,26,78,116,161,173,166,172,159,157,151,169,166,169,158,137,124,102,70,59,57,64,29,17,8,24,31,32,70,125,129,159,165,143,132,139,124,100,83,65,48,52,41,24,23,21,17,16,19
0,247,276,204,111,41,5,1,1,3,0,2,2,2,2,1,1,2,3,2,1,7,10,2,5,2,6,3,4,3,0,5,7,5,3,13,30,35,15,6,3,2,3,1,1,2,2,1,1,3,3,1,5,0,2,5,2,4,0,2,2,4,0,3,2,2,1,1,0,3,2,3,2,12,15,14,4,3,2,1,4,2,3,3,2,0,2,0,0,5,8,4,5,2,1,1,0,5,4,5,1,3,5,4,3,0,2,3,3,5,3,2,1,1,3,1,4,3,4,3,4,5,1,2,0,1,2,2,2,4,4,4,3,3,0,4,3,0,3,2,3,3,2,4,2,6,3,1,6,2,1,1,0,2,1,3,0,4,7,1,0,4,6,1,2,2,0,3,2,0,1,2,1,2,1,3,1,0,9,3,7,1,1,2,4,4,5,2,4,2,5,4,3,4,4,4,0,0,0,1,5,2,3,2,1,2,0,1,4,6,4,2,2,5,3,2,2,2,1,4,1,1,1,2,1,5,3,3,3,1,4,2,2,3,1,4,7,7,2,8,24,23,23,20,9,4,4,5,2,2,2,2
0,8,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0
0,1156,1262,1237,1212,1191,1175,1147,1131,1120,1096,1084,1073,1069,1044,1036,1022,1004,991,972,962,961,956,948,949,938,937,930,921,923,930,923,923,926,936,930,930,932,928,919,925,912,903,911,919,923,935,926,934,929,929,932,936,937,933,936,938,929,924,937,942,942,936,939,934,926,921,926,922,926,924,922,914,916,914,906,923,936,948,939,935,929,929,926,920,912,913,919,912,912,918,923,912,909,913,919,932,928,926,932,926,927,925,929,924,914,917,922,922,926,920,923,922,907,926,920,916,919,926,927,939,943,948,958,957,943,938,935,936,930,935,949,945,943,938,953,949,947,936,939,934,943,948,950,929,927,932,924,927,922,923,924,915,905,912,910,919,922,923,922,920,928,924,927,938,932,947,929,917,917,912,922,924,930,935,923,933,927,927,933,936,950,940,934,947,943,944,944,951,943,937,933,939,937,930,931,926,930,930,930,925,914,910,908,908,913,914,920,916,920,910,926,933,921,930,930,938,930,940,943,945,928,913,921,925,916,920,922,923,917,918,928,930,918,910,928,937,938,937,926,918,931,926,923,917,921,907,910,907,916,918,916
